"Country","Code","Year","Death_earthquake","Death_total"
"Congo","COG",2010,0,37580.0909524498
"Congo","COG",2011,0,36989.1699979645
"Congo","COG",2012,0,37147.788214799
"Congo","COG",2013,0,36917.2613594131
"Congo","COG",2014,0,36874.0061223329
"Congo","COG",2015,0,36901.7353473409
"Congo","COG",2016,0,37153.5917703037
"Congo","COG",2017,0,37911.6108485265
"Costa Rica","CRI",1990,2,11586.8304271294
"Costa Rica","CRI",1991,89,11987.9783284782
"Costa Rica","CRI",1992,0,12407.5243908145
"Costa Rica","CRI",1993,2,12732.5362185962
"Costa Rica","CRI",1994,0,13511.7254733551
"Costa Rica","CRI",1995,0,14180.3858335365
"Costa Rica","CRI",1996,0,14011.952887956
"Costa Rica","CRI",1997,0,14263.8083378832
"Costa Rica","CRI",1998,0,14594.0065088519
"Costa Rica","CRI",1999,0,15092.8301888917
"Costa Rica","CRI",2000,0,14806.0349024324
"Costa Rica","CRI",2001,0,15213.6713735216
"Costa Rica","CRI",2002,0,15353.9141606301
"Costa Rica","CRI",2003,0,15813.8144219088
"Costa Rica","CRI",2004,8,16161.9315713826
"Costa Rica","CRI",2005,0,15720.152948839
"Costa Rica","CRI",2006,0,16480.0895465962
"Costa Rica","CRI",2007,0,15572.2513540167
"Costa Rica","CRI",2008,0,16264.2344474133
"Costa Rica","CRI",2009,23,16761.5323371823
"Costa Rica","CRI",2010,0,18600.9198528064
"Costa Rica","CRI",2011,0,18650.9473704706
"Costa Rica","CRI",2012,2,19089.7134955269
"Costa Rica","CRI",2013,0,19567.4677774371
"Costa Rica","CRI",2014,0,20173.3429146952
"Costa Rica","CRI",2015,0,21246.9288402459
"Costa Rica","CRI",2016,0,22791.8645940697
"Costa Rica","CRI",2017,2,23551.22803992
"Croatia","HRV",1990,0,52269.2030074783
"Croatia","HRV",1991,0,54649.2931930834
"Croatia","HRV",1992,0,52577.7717713723
"Croatia","HRV",1993,0,50583.2223492373
"Croatia","HRV",1994,0,49648.4318261235
"Croatia","HRV",1995,0,51115.0509368921
"Croatia","HRV",1996,0,51726.2463399963
"Croatia","HRV",1997,0,52616.3185263886
"Croatia","HRV",1998,0,51716.3910196576
"Croatia","HRV",1999,0,51409.6777700044
"Croatia","HRV",2000,0,50159.7246302842
"Croatia","HRV",2001,0,49761.9944411556
"Croatia","HRV",2002,0,50636.9034088025
"Croatia","HRV",2003,0,51583.5315551582
"Croatia","HRV",2004,0,50015.802313379
"Croatia","HRV",2005,0,50865.9465429625
"Croatia","HRV",2006,0,50855.82546936
"Croatia","HRV",2007,0,52405.8077856609
"Croatia","HRV",2008,0,53035.5132026901
"Croatia","HRV",2009,0,51302.5444446259
"Croatia","HRV",2010,0,51470.9085123418
"Croatia","HRV",2011,0,51321.8267247976
"Croatia","HRV",2012,0,51321.176972563
"Croatia","HRV",2013,0,50039.8670097254
"Croatia","HRV",2014,0,51405.4527062106
"Croatia","HRV",2015,0,53688.1013701658
"Croatia","HRV",2016,0,51217.4096006999
"Croatia","HRV",2017,0,51210.6094391726
"Cyprus","CYP",1990,0,5428.30411196172
"Cyprus","CYP",1991,0,5523.03359859042
"Cyprus","CYP",1992,0,5596.05904687176
"Cyprus","CYP",1993,0,5625.6455998857
"Cyprus","CYP",1994,0,5706.0031904952
"Cyprus","CYP",1995,2,5818.07867686106
"Cyprus","CYP",1996,0,6037.11242237207
"Cyprus","CYP",1997,0,6356.05862683643
"Cyprus","CYP",1998,0,6586.52285801957
"Cyprus","CYP",1999,0,6649.05155444462
"Cyprus","CYP",2000,0,6813.44179056538
"Cyprus","CYP",2001,0,6840.29019854337
"Cyprus","CYP",2002,0,6910.49595081877
"Cyprus","CYP",2003,0,6965.1020061008
"Cyprus","CYP",2004,0,7002.35944803956
"Cyprus","CYP",2005,0,6952.92192454777
"Cyprus","CYP",2006,0,6856.28792906222
"Cyprus","CYP",2007,0,6831.97531020989
"Cyprus","CYP",2008,0,6721.09561651327
"Cyprus","CYP",2009,0,6724.31782324693
"Cyprus","CYP",2010,0,6717.25965090351
"Cyprus","CYP",2011,0,6726.39620433548
"Cyprus","CYP",2012,0,6771.684674353
"Cyprus","CYP",2013,0,6915.97718152048
"Cyprus","CYP",2014,0,7098.99432225275
"Cyprus","CYP",2015,0,7287.7898943592
"Cyprus","CYP",2016,0,7466.85512327434
"Cyprus","CYP",2017,0,7737.81616516932
"Czech Republic","CZE",1990,0,128974.801403543
"Czech Republic","CZE",1991,0,124295.752541474
"Czech Republic","CZE",1992,0,121110.603841881
"Czech Republic","CZE",1993,0,117068.26054998
"Czech Republic","CZE",1994,0,116198.707768999
"Czech Republic","CZE",1995,0,117180.34827227
"Czech Republic","CZE",1996,0,112879.558792403
"Czech Republic","CZE",1997,0,112942.031480333
"Czech Republic","CZE",1998,0,109449.66373259
"Czech Republic","CZE",1999,0,109033.73049417
"Czech Republic","CZE",2000,0,109612.552961844
"Czech Republic","CZE",2001,0,108697.555458442
"Czech Republic","CZE",2002,0,108401.457958707
"Czech Republic","CZE",2003,0,110841.773127476
"Czech Republic","CZE",2004,0,107648.451182469
"Czech Republic","CZE",2005,0,107414.630225404
"Czech Republic","CZE",2006,0,104649.8969809
"Czech Republic","CZE",2007,0,104374.201583772
"Czech Republic","CZE",2008,2,105378.721560124
"Czech Republic","CZE",2009,0,105698.79074218
"Czech Republic","CZE",2010,0,106257.738246737
"Czech Republic","CZE",2011,0,107127.636764194
"Czech Republic","CZE",2012,0,107899.53862035
"Czech Republic","CZE",2013,0,108242.073861946
"Czech Republic","CZE",2014,0,106829.719902824
"Czech Republic","CZE",2015,0,109082.615678712
"Czech Republic","CZE",2016,0,109375.13957977
"Czech Republic","CZE",2017,0,110500.693803446
"Djibouti","DJI",1990,0,3835.82863774288
"Djibouti","DJI",1991,0,4006.72092110985
"Djibouti","DJI",1992,0,4433.00622112125
"Djibouti","DJI",1993,0,4363.83087157916
"Djibouti","DJI",1994,0,4631.3411654663
"Djibouti","DJI",1995,0,4586.19589253741
"Djibouti","DJI",1996,0,4740.9642040194
"Djibouti","DJI",1997,0,4973.60818790288
"Djibouti","DJI",1998,0,5078.98431308218
"Djibouti","DJI",1999,0,5228.78724388756
"Djibouti","DJI",2000,0,5351.16688557117
"Djibouti","DJI",2001,0,5432.42343101611
"Djibouti","DJI",2002,0,5567.12212849014
"Djibouti","DJI",2003,0,5673.62617191426
"Djibouti","DJI",2004,0,5809.94819070573
"Djibouti","DJI",2005,0,5807.38467760322
"Djibouti","DJI",2006,0,5995.95049290169
"Djibouti","DJI",2007,0,5924.45582818431
"Djibouti","DJI",2008,0,5973.12652403777
"Djibouti","DJI",2009,0,5992.42535799503
"Djibouti","DJI",2010,0,6043.69101395941
"Djibouti","DJI",2011,0,6067.94931043895
"Djibouti","DJI",2012,0,6085.76980866446
"Djibouti","DJI",2013,0,6115.94993985036
"Djibouti","DJI",2014,0,6149.40006269891
"Djibouti","DJI",2015,0,6179.54602585809
"Djibouti","DJI",2016,0,6184.91488087682
"Djibouti","DJI",2017,0,6226.85159817601
"Dominican Republic","DOM",1990,0,39253.3853522333
"Dominican Republic","DOM",1991,0,39090.749046159
"Dominican Republic","DOM",1992,0,38787.4336393186
"Dominican Republic","DOM",1993,0,39103.3163125555
"Dominican Republic","DOM",1994,0,39382.3747924289
"Dominican Republic","DOM",1995,0,40162.1216940411
"Dominican Republic","DOM",1996,0,41382.6315297585
"Dominican Republic","DOM",1997,0,42265.7320663813
"Dominican Republic","DOM",1998,0,43476.4678964379
"Dominican Republic","DOM",1999,0,43747.9037304656
"Dominican Republic","DOM",2000,0,44001.6302610153
"Dominican Republic","DOM",2001,0,44864.9831427516
"Dominican Republic","DOM",2002,0,45668.1009576027
"Dominican Republic","DOM",2003,3,47571.5232405288
"Dominican Republic","DOM",2004,0,50505.4624057626
"Dominican Republic","DOM",2005,0,51286.9486738747
"Dominican Republic","DOM",2006,0,52199.1956886513
"Dominican Republic","DOM",2007,0,52412.551113968
"Dominican Republic","DOM",2008,0,52292.4352411826
"Dominican Republic","DOM",2009,0,52890.1540513425
"Dominican Republic","DOM",2010,0,53791.0140361345
"Dominican Republic","DOM",2011,0,55158.9478463787
"Dominican Republic","DOM",2012,0,57442.8662624361
"Dominican Republic","DOM",2013,0,60615.0735610135
"Dominican Republic","DOM",2014,0,63116.4586425119
"Dominican Republic","DOM",2015,0,65410.5483567082
"Dominican Republic","DOM",2016,0,67030.2471072026
"Dominican Republic","DOM",2017,0,67052.5653183879
"Ecuador","ECU",1990,4,51258.8379002535
"Ecuador","ECU",1991,0,54265.9225451543
"Ecuador","ECU",1992,0,54044.9410443823
"Ecuador","ECU",1993,0,53677.3850159708
"Ecuador","ECU",1994,0,52766.0143431798
"Ecuador","ECU",1995,2,53113.0652129578
"Ecuador","ECU",1996,0,55403.4449166197
"Ecuador","ECU",1997,0,54890.4232942507
"Ecuador","ECU",1998,3,57205.1716297418
"Ecuador","ECU",1999,0,58589.2116038209
"Ecuador","ECU",2000,0,59130.1644898551
"Ecuador","ECU",2001,0,58301.0029592148
"Ecuador","ECU",2002,0,61976.4544415976
"Ecuador","ECU",2003,0,64465.8854982133
"Ecuador","ECU",2004,0,66644.0394823442
"Ecuador","ECU",2005,0,69675.1825386368
"Ecuador","ECU",2006,0,71941.4889573944
"Ecuador","ECU",2007,0,73885.0148417597
"Ecuador","ECU",2008,0,75995.4789047087
"Ecuador","ECU",2009,0,77379.1511224982
"Ecuador","ECU",2010,0,79158.2842750017
"Ecuador","ECU",2011,0,80414.4235009466
"Ecuador","ECU",2012,0,81133.6173816797
"Ecuador","ECU",2013,0,80850.2930661671
"Ecuador","ECU",2014,2,81280.7333076776
"Ecuador","ECU",2015,0,82282.0854150276
"Ecuador","ECU",2016,667,86100.979017115
"Ecuador","ECU",2017,0,87369.6592419943
"Egypt","EGY",1990,0,426099.332725229
"Egypt","EGY",1991,0,416903.886837669
"Egypt","EGY",1992,545,405850.704119788
"Egypt","EGY",1993,0,406355.599851571
"Egypt","EGY",1994,0,404418.445357472
"Egypt","EGY",1995,12,394293.025888833
"Egypt","EGY",1996,0,388455.035215491
"Egypt","EGY",1997,0,388968.627281672
"Egypt","EGY",1998,0,385603.349882651
"Egypt","EGY",1999,0,385748.61170221
"Egypt","EGY",2000,0,379707.436901979
"Egypt","EGY",2001,0,395125.603437103
"Egypt","EGY",2002,0,404364.764432895
"Egypt","EGY",2003,0,413008.072751154
"Egypt","EGY",2004,0,416574.102373202
"Egypt","EGY",2005,0,420485.254360728
"Egypt","EGY",2006,0,428391.308653982
"Egypt","EGY",2007,0,425983.685775787
"Egypt","EGY",2008,0,434475.081754442
"Egypt","EGY",2009,0,449041.984224919
"Egypt","EGY",2010,0,456679.634283703
"Egypt","EGY",2011,0,460488.118275503
"Egypt","EGY",2012,0,465046.835057587
"Egypt","EGY",2013,0,463347.67760402
"Egypt","EGY",2014,0,465931.728556161
"Egypt","EGY",2015,0,487543.884291699
"Egypt","EGY",2016,0,490717.484754555
"Egypt","EGY",2017,0,499504.281482891
"El Salvador","SLV",1990,0,32993.9737913121
"El Salvador","SLV",1991,0,32645.7087768777
"El Salvador","SLV",1992,0,32948.1931384729
"El Salvador","SLV",1993,0,33090.9060363747
"El Salvador","SLV",1994,0,34083.5143075716
"El Salvador","SLV",1995,0,32825.6351669928
"El Salvador","SLV",1996,0,33119.5028476279
"El Salvador","SLV",1997,0,32995.0236930037
"El Salvador","SLV",1998,0,33576.130076399
"El Salvador","SLV",1999,0,32879.8702414444
"El Salvador","SLV",2000,0,32380.8211321547
"El Salvador","SLV",2001,1160,33259.0823010351
"El Salvador","SLV",2002,0,32297.6243540928
"El Salvador","SLV",2003,0,33299.4331591295
"El Salvador","SLV",2004,0,35042.9261291555
"El Salvador","SLV",2005,0,36016.1527082475
"El Salvador","SLV",2006,0,35564.7775893305
"El Salvador","SLV",2007,0,37481.5034024292
"El Salvador","SLV",2008,0,36911.7732013154
"El Salvador","SLV",2009,0,38061.1755095309
"El Salvador","SLV",2010,0,37556.6727425185
"El Salvador","SLV",2011,0,38060.2858681919
"El Salvador","SLV",2012,0,40038.9866295265
"El Salvador","SLV",2013,0,41024.837355115
"El Salvador","SLV",2014,1,43334.4145589323
"El Salvador","SLV",2015,0,44420.7676495702
"El Salvador","SLV",2016,0,41339.1172452659
"El Salvador","SLV",2017,1,41517.7755409775
"Ethiopia","ETH",1990,0,844334.543521866
"Ethiopia","ETH",1991,0,853013.003298232
"Ethiopia","ETH",1992,0,867135.587684348
"Ethiopia","ETH",1993,0,881942.186772413
"Ethiopia","ETH",1994,0,898678.157181468
"Ethiopia","ETH",1995,0,910897.411697843
"Ethiopia","ETH",1996,0,911286.903187718
"Ethiopia","ETH",1997,0,909255.664924756
"Ethiopia","ETH",1998,0,910992.481529042
"Ethiopia","ETH",1999,0,940315.534261997
"Ethiopia","ETH",2000,0,937863.174218105
"Ethiopia","ETH",2001,0,866911.992550229
"Ethiopia","ETH",2002,0,845278.610809188
"Ethiopia","ETH",2003,0,827515.6438323
"Ethiopia","ETH",2004,0,803383.947868606
"Ethiopia","ETH",2005,0,775593.771893604
"Ethiopia","ETH",2006,0,748491.794423625
"Ethiopia","ETH",2007,0,715948.43338989
"Ethiopia","ETH",2008,0,685127.07850638
"Ethiopia","ETH",2009,0,658224.649570575
"Ethiopia","ETH",2010,0,631388.082319819
"Ethiopia","ETH",2011,0,607902.097495797
"Ethiopia","ETH",2012,0,588871.653649916
"Ethiopia","ETH",2013,0,573843.390283333
"Ethiopia","ETH",2014,0,561147.357567194
"Ethiopia","ETH",2015,0,551716.245014398
"Ethiopia","ETH",2016,0,543883.622999041
"Ethiopia","ETH",2017,0,536989.996636774
"Fiji","FJI",1990,0,4282.67894557861
"Fiji","FJI",1991,0,4381.21450428726
"Fiji","FJI",1992,0,4448.89324502317
"Fiji","FJI",1993,0,4612.49768070016
"Fiji","FJI",1994,0,4751.16095388358
"Fiji","FJI",1995,0,4910.49488572679
"Fiji","FJI",1996,0,5088.96193572939
"Fiji","FJI",1997,0,5397.46969098248
"Fiji","FJI",1998,0,5407.20990229315
"Fiji","FJI",1999,0,5648.79722735657
"Fiji","FJI",2000,0,5769.63991566401
"Fiji","FJI",2001,0,5737.54479484222
"Fiji","FJI",2002,0,5796.25857740109
"Fiji","FJI",2003,0,5891.32834779495
"Fiji","FJI",2004,0,5911.24861335115
"Fiji","FJI",2005,0,6063.296446935
"Fiji","FJI",2006,0,6219.92275771036
"Fiji","FJI",2007,0,6393.54273543659
"Fiji","FJI",2008,0,6536.25517048828
"Fiji","FJI",2009,0,6525.16255096678
"Fiji","FJI",2010,0,6624.03898064945
"Fiji","FJI",2011,0,6705.29015800914
"Fiji","FJI",2012,0,6825.78827497364
"Fiji","FJI",2013,0,6918.39204120408
"Fiji","FJI",2014,0,7001.75052883099
"Fiji","FJI",2015,0,7088.38845290623
"Fiji","FJI",2016,0,7217.70604407242
"Fiji","FJI",2017,0,7252.52388318735
"France","FRA",1990,0,526662.163064906
"France","FRA",1991,9,526511.130054617
"France","FRA",1992,0,526673.151760731
"France","FRA",1993,0,530048.541501513
"France","FRA",1994,0,526205.335272306
"France","FRA",1995,0,525846.751602195
"France","FRA",1996,0,524078.080984376
"France","FRA",1997,0,519277.868988587
"France","FRA",1998,0,529958.328506943
"France","FRA",1999,0,531201.957279133
"France","FRA",2000,0,525410.340749351
"France","FRA",2001,0,529461.543848385
"France","FRA",2002,0,534718.549422397
"France","FRA",2003,0,538316.040424163
"France","FRA",2004,0,516919.851606468
"France","FRA",2005,0,522163.658316625
"France","FRA",2006,0,522431.123094198
"France","FRA",2007,0,523768.89004735
"France","FRA",2008,0,533637.940799628
"France","FRA",2009,0,542991.521311859
"France","FRA",2010,0,543965.93962148
"France","FRA",2011,0,548809.727844798
"France","FRA",2012,0,554168.709715826
"France","FRA",2013,0,554464.293301986
"France","FRA",2014,0,551885.019046092
"France","FRA",2015,0,563985.891174553
"France","FRA",2016,0,568373.19212148
"France","FRA",2017,0,579163.291698422
"Georgia","GEO",1990,0,52949.1166386189
"Georgia","GEO",1991,278,53236.1765286258
"Georgia","GEO",1992,0,53621.5546173907
"Georgia","GEO",1993,0,52998.2365421123
"Georgia","GEO",1994,0,51558.4057612252
"Georgia","GEO",1995,0,48124.4614500779
"Georgia","GEO",1996,0,45859.7019669174
"Georgia","GEO",1997,0,44942.5942509989
"Georgia","GEO",1998,0,44527.9010530838
"Georgia","GEO",1999,0,43859.7230145808
"Georgia","GEO",2000,0,43924.3512707968
"Georgia","GEO",2001,0,45123.9803345744
"Georgia","GEO",2002,5,47731.7114504322
"Georgia","GEO",2003,0,47716.849536316
"Georgia","GEO",2004,0,46529.6253460772
"Georgia","GEO",2005,0,45013.1826308427
"Georgia","GEO",2006,0,44365.1482691557
"Georgia","GEO",2007,0,44703.5516469855
"Georgia","GEO",2008,0,47657.4947488243
"Georgia","GEO",2009,0,49029.800066851
"Georgia","GEO",2010,0,49265.7005759242
"Georgia","GEO",2011,0,49278.4916690528
"Georgia","GEO",2012,0,48960.0620801228
"Georgia","GEO",2013,0,48256.5504140919
"Georgia","GEO",2014,0,48931.3332619128
"Georgia","GEO",2015,0,50317.2988664144
"Georgia","GEO",2016,0,51060.0628796764
"Georgia","GEO",2017,0,50563.7420254881
"Ghana","GHA",1990,0,144626.453921336
"Ghana","GHA",1991,0,146403.437945059
"Ghana","GHA",1992,0,148462.117327447
"Ghana","GHA",1993,0,150633.036727377
"Ghana","GHA",1994,0,156311.962983151
"Ghana","GHA",1995,0,158754.884961488
"Ghana","GHA",1996,0,163076.216907988
"Ghana","GHA",1997,0,169554.222415289
"Ghana","GHA",1998,0,171901.119663639
"Ghana","GHA",1999,0,176379.204945236
"Ghana","GHA",2000,0,180675.983733918
"Ghana","GHA",2001,0,185681.135787305
"Ghana","GHA",2002,0,189345.73534312
"Ghana","GHA",2003,0,192494.56420362
"Ghana","GHA",2004,0,195168.53196563
"Ghana","GHA",2005,0,197809.844474149
"Ghana","GHA",2006,0,200207.901759363
"Ghana","GHA",2007,0,202141.583360915
"Ghana","GHA",2008,0,202676.101861811
"Ghana","GHA",2009,0,203796.870043719
"Ghana","GHA",2010,0,204522.013094157
"Ghana","GHA",2011,0,202559.320197338
"Ghana","GHA",2012,0,200498.53951393
"Ghana","GHA",2013,0,200069.48081975
"Ghana","GHA",2014,0,200813.957339801
"Ghana","GHA",2015,0,202411.820397067
"Ghana","GHA",2016,0,203062.975405661
"Ghana","GHA",2017,0,201638.651828384
"Greece","GRC",1990,1,87730.0965062161
"Greece","GRC",1991,0,89543.568531711
"Greece","GRC",1992,0,91889.236610956
"Greece","GRC",1993,0,91072.4515037087
"Greece","GRC",1994,0,91511.416538738
"Greece","GRC",1995,26,92816.6308358642
"Greece","GRC",1996,0,94052.7826858812
"Greece","GRC",1997,0,93790.4755258147
"Greece","GRC",1998,0,95401.3341316467
"Greece","GRC",1999,143,97375.9340289611
"Greece","GRC",2000,0,98045.5506992518
"Greece","GRC",2001,0,98689.0125526858
"Greece","GRC",2002,0,99890.908859117
"Greece","GRC",2003,0,102488.485734176
"Greece","GRC",2004,0,104014.320067969
"Greece","GRC",2005,0,103690.552363393
"Greece","GRC",2006,0,102511.681452409
"Greece","GRC",2007,0,106295.034915249
"Greece","GRC",2008,2,105576.398826686
"Greece","GRC",2009,0,104316.830822295
"Greece","GRC",2010,0,104890.609427603
"Greece","GRC",2011,0,108474.134664261
"Greece","GRC",2012,0,111893.014191973
"Greece","GRC",2013,0,110177.111848867
"Greece","GRC",2014,3,111101.719760867
"Greece","GRC",2015,2,114736.066874932
"Greece","GRC",2016,0,117594.134676214
"Greece","GRC",2017,1,120257.575466485
"Guatemala","GTM",1990,0,68668.6779167748
"Guatemala","GTM",1991,25,71700.3105954541
"Guatemala","GTM",1992,0,73096.3859706621
"Guatemala","GTM",1993,1,72708.6063829691
"Guatemala","GTM",1994,0,72764.7024881774
"Guatemala","GTM",1995,0,66044.2318885229
"Guatemala","GTM",1996,0,63051.5588824651
"Guatemala","GTM",1997,0,66076.4470177715
"Guatemala","GTM",1998,0,67362.6078893361
"Guatemala","GTM",1999,2,64224.9035058122
"Guatemala","GTM",2000,0,66294.0846569755
"Guatemala","GTM",2001,0,66099.2404630322
"Guatemala","GTM",2002,0,65459.6944757206
"Guatemala","GTM",2003,0,67106.457010995
"Guatemala","GTM",2004,0,68104.0223712565
"Guatemala","GTM",2005,0,71110.6455287559
"Guatemala","GTM",2006,0,71333.7501556352
"Guatemala","GTM",2007,0,69343.6654002558
"Guatemala","GTM",2008,0,69500.4249787419
"Guatemala","GTM",2009,0,72609.4162627562
"Guatemala","GTM",2010,0,73022.7085238367
"Guatemala","GTM",2011,1,73621.9871410932
"Guatemala","GTM",2012,48,74832.2629284923
"Guatemala","GTM",2013,1,76150.6829495324
"Guatemala","GTM",2014,0,79233.6285366805
"Guatemala","GTM",2015,0,81514.4452502762
"Guatemala","GTM",2016,0,86070.7597422757
"Guatemala","GTM",2017,5,89106.4391836804
"Guinea","GIN",1990,0,110427.603016079
"Guinea","GIN",1991,0,112211.004509311
"Guinea","GIN",1992,0,114302.178026317
"Guinea","GIN",1993,0,115371.741324013
"Guinea","GIN",1994,0,117615.726548281
"Guinea","GIN",1995,0,118534.816398893
"Guinea","GIN",1996,0,118249.54815587
"Guinea","GIN",1997,0,119058.12217229
"Guinea","GIN",1998,0,120102.568667649
"Guinea","GIN",1999,0,120374.013167249
"Guinea","GIN",2000,0,121280.51103726
"Guinea","GIN",2001,0,120201.925687841
"Guinea","GIN",2002,0,119538.674663937
"Guinea","GIN",2003,0,119165.82605896
"Guinea","GIN",2004,0,119136.250991059
"Guinea","GIN",2005,0,119080.240206429
"Guinea","GIN",2006,0,119315.658652736
"Guinea","GIN",2007,0,119222.808227351
"Guinea","GIN",2008,0,118161.080788979
"Guinea","GIN",2009,0,117913.146122756
"Guinea","GIN",2010,0,116838.179937457
"Guinea","GIN",2011,0,115716.504147726
"Guinea","GIN",2012,0,114830.606553478
"Guinea","GIN",2013,0,113882.221651309
"Guinea","GIN",2014,0,116270.505731974
"Guinea","GIN",2015,0,113192.57133966
"Guinea","GIN",2016,0,109946.273448741
"Guinea","GIN",2017,0,108465.633799692
"Haiti","HTI",1990,0,82401.9848978301
"Haiti","HTI",1991,0,83415.4849509113
"Haiti","HTI",1992,0,83950.3013565838
"Haiti","HTI",1993,0,87128.3197009586
"Haiti","HTI",1994,4,86751.1476045244
"Haiti","HTI",1995,0,87586.3158454526
"Haiti","HTI",1996,0,87949.1061076584
"Haiti","HTI",1997,0,88395.2439476805
"Haiti","HTI",1998,0,88171.606538534
"Haiti","HTI",1999,0,87865.7733781219
"Haiti","HTI",2000,0,87245.145223491
"Haiti","HTI",2001,0,87017.5360675057
"Haiti","HTI",2002,0,86870.7299015318
"Haiti","HTI",2003,0,87190.2073398236
"Haiti","HTI",2004,0,90266.2084754415
"Haiti","HTI",2005,0,87998.5415789611
"Haiti","HTI",2006,0,88373.6557868523
"Haiti","HTI",2007,0,88825.2843616514
"Haiti","HTI",2008,0,89809.0061583364
"Haiti","HTI",2009,0,89406.2487001012
"Haiti","HTI",2010,316000,315305.230468877
"Haiti","HTI",2011,0,90731.5416180787
"Haiti","HTI",2012,0,88862.1595439718
"Haiti","HTI",2013,0,88377.0462363779
"Haiti","HTI",2014,0,88350.4007841922
"Haiti","HTI",2015,0,88374.4366857332
"Haiti","HTI",2016,0,89283.2778825238
"Haiti","HTI",2017,0,88629.3593391316
"Honduras","HND",1990,0,27331.0553582408
"Honduras","HND",1991,0,27660.2398765153
"Honduras","HND",1992,0,28463.039639516
"Honduras","HND",1993,0,29325.3205437424
"Honduras","HND",1994,0,29275.9896490646
"Honduras","HND",1995,0,30417.0701760119
"Honduras","HND",1996,0,30648.9593242122
"Honduras","HND",1997,0,30935.1864647334
"Honduras","HND",1998,0,45773.9351372041
"Honduras","HND",1999,0,31541.0055988606
"Honduras","HND",2000,0,31716.8987722724
"Honduras","HND",2001,0,32065.3308505647
"Honduras","HND",2002,0,32367.8255290213
"Honduras","HND",2003,0,32998.038341408
"Honduras","HND",2004,0,33591.9693445734
"Honduras","HND",2005,0,34011.4159886672
"Honduras","HND",2006,0,34631.1812779837
"Honduras","HND",2007,0,35305.0193157227
"Honduras","HND",2008,0,35898.8976081479
"Honduras","HND",2009,7,36555.3033749515
"Honduras","HND",2010,0,37607.5788436429
"Honduras","HND",2011,0,38408.4484960759
"Honduras","HND",2012,0,43859.9281148729
"Honduras","HND",2013,0,44417.8916695166
"Honduras","HND",2014,0,45953.1389092333
"Honduras","HND",2015,0,47411.408307466
"Honduras","HND",2016,0,43442.9888531201
"Honduras","HND",2017,0,44427.8744992152
"Iceland","ISL",1990,0,1756.74084198078
"Iceland","ISL",1991,0,1768.21444675706
"Iceland","ISL",1992,0,1769.90400717901
"Iceland","ISL",1993,0,1783.17339266241
"Iceland","ISL",1994,0,1810.32578051604
"Iceland","ISL",1995,0,1859.9734840678
"Iceland","ISL",1996,0,1839.9631678648
"Iceland","ISL",1997,0,1840.07728231645
"Iceland","ISL",1998,0,1808.56311106769
"Iceland","ISL",1999,0,1795.80055592587
"Iceland","ISL",2000,0,1785.79145248931
"Iceland","ISL",2001,0,1771.40122525296
"Iceland","ISL",2002,0,1763.31844641087
"Iceland","ISL",2003,0,1764.34628607907
"Iceland","ISL",2004,0,1787.36310435471
"Iceland","ISL",2005,0,1799.26256300328
"Iceland","ISL",2006,0,1808.66070495897
"Iceland","ISL",2007,0,1823.34969641263
"Iceland","ISL",2008,0,1858.61814226361
"Iceland","ISL",2009,0,1899.30060143678
"Iceland","ISL",2010,0,1894.90356779227
"Iceland","ISL",2011,0,1909.00159412355
"Iceland","ISL",2012,0,1955.23990721376
"Iceland","ISL",2013,0,2005.83192788142
"Iceland","ISL",2014,0,2059.10030618201
"Iceland","ISL",2015,0,2101.36378073195
"Iceland","ISL",2016,0,2148.88721569992
"Iceland","ISL",2017,0,2203.94554823947
"India","IND",1990,0,8382888.55102877
"India","IND",1991,2000,8487583.25416321
"India","IND",1992,0,8582756.3784549
"India","IND",1993,11000,8527572.88713867
"India","IND",1994,0,8463757.72001887
"India","IND",1995,0,8425007.75556124
"India","IND",1996,0,8441912.56802442
"India","IND",1997,79,8728406.18955205
"India","IND",1998,0,8834532.04196891
"India","IND",1999,100,8772735.44530549
"India","IND",2000,0,8799218.43079521
"India","IND",2001,20005,8827061.21096916
"India","IND",2002,2,8737794.71700632
"India","IND",2003,0,8629986.79505917
"India","IND",2004,0,8496378.75758103
"India","IND",2005,1,8583251.58932365
"India","IND",2006,2,8678784.58266286
"India","IND",2007,1,8791967.29166242
"India","IND",2008,2,8937735.94487618
"India","IND",2009,0,9076265.28666561
"India","IND",2010,0,9261253.68362557
"India","IND",2011,113,9404690.30018851
"India","IND",2012,0,9448955.96515188
"India","IND",2013,3,9509694.0184222
"India","IND",2014,0,9561351.40487476
"India","IND",2015,0,9663044.8007119
"India","IND",2016,13,9825391.79551824
"India","IND",2017,3,9909501.46921955
"Indonesia","IDN",1990,4,1346568.04246941
"Indonesia","IDN",1991,28,1339654.18756229
"Indonesia","IDN",1992,2500,1338017.12604374
"Indonesia","IDN",1993,0,1336556.9457255
"Indonesia","IDN",1994,455,1336769.36449253
"Indonesia","IDN",1995,95,1337044.42406144
"Indonesia","IDN",1996,173,1339092.23654905
"Indonesia","IDN",1997,20,1352983.92777315
"Indonesia","IDN",1998,42,1372912.06109709
"Indonesia","IDN",1999,5,1395964.31819463
"Indonesia","IDN",2000,150,1406948.3725862
"Indonesia","IDN",2001,0,1422476.70258069
"Indonesia","IDN",2002,59,1439448.91311536
"Indonesia","IDN",2003,5,1455950.41164201
